Source,Date,Text,URL,Favorites,Retweets,Replies
Ea,2015-11-20 19:33:13,Tres proyectos paraguayos seleccionados en Ibermedia 2015 https://t.co/aOHQTIaGfG,http://www.twitter.com/periodicoEa/status/667787801732194304,1,1,1
Ea,2015-11-13 02:13:30,Juan Vera Esquivel seleccionado en el prestigioso “Festival de guitarras del mundo 2015” https://t.co/KVAIBA4mtL,http://www.twitter.com/periodicoEa/status/664989435151405056,1,0,0
Ea,2015-10-14 17:07:15,Rechazan propaganda sionista en la Bienal http://t.co/ZkMf3LIDYz,http://www.twitter.com/periodicoEa/status/654342716252401664,5,4,0
Ea,2015-10-14 11:48:28,SPP y estudiantes de Filosofía UNA convocan al “Festival por la vida y la palabra”. Este jueves 15 de octubre. http://t.co/CAUxjwcm2X,http://www.twitter.com/periodicoEa/status/654262494056333312,1,2,0
Ea,2015-10-14 11:47:19,Docentes de la OTEP-SN denuncian despidos y persecución. http://t.co/nGzEpwNKfS,http://www.twitter.com/periodicoEa/status/654262201499451392,1,1,0
Ea,2015-10-14 11:46:37,El partido que Paraguay ganó por goleada. Estudiantes secundarios y universitarios juntos por mejor educación. http://t.co/fU2DERNajy,http://www.twitter.com/periodicoEa/status/654262028513771520,2,8,0
Ea,2015-10-10 15:15:02,Choferes de la Línea 49 cumplen más de 100 días crucificados. http://t.co/aAIourxVXq,http://www.twitter.com/periodicoEa/status/652864924029452288,0,4,0
Ea,2015-10-10 15:14:21,Carajo detonará Asunción esta noche. http://t.co/PkyHn7EVvY,http://www.twitter.com/periodicoEa/status/652864754499907584,0,0,0
Ea,2015-10-10 15:13:38,“Todos los días hasta que renuncie”. Estudiantes de Filosofía UNA siguien movilizados por la renuncia de la decana. http://t.co/H69WTY2372,http://www.twitter.com/periodicoEa/status/652864575038205952,0,1,1
Ea,2015-10-10 01:32:19,La primavera estudiantil http://t.co/NRvLPU4qI5,http://www.twitter.com/periodicoEa/status/652657880815022080,1,4,0
Ea,2015-10-10 01:18:56,Empleadas domésticas marchan exigiendo igualdad salarial http://t.co/pXOwcAueHh,http://www.twitter.com/periodicoEa/status/652654515884326912,2,1,0
Ea,2015-10-09 14:21:12,Tremendos daños causa a las sociedades la concentración mediática. http://t.co/DGvXhQl6Sx,http://www.twitter.com/periodicoEa/status/652488991808319488,1,2,1
Ea,2015-10-09 14:20:16,Realizan seminario por la libertad de expresión y contra la narcopolítica. http://t.co/qtCARLKwmN,http://www.twitter.com/periodicoEa/status/652488753034993664,0,0,0
Ea,2015-09-29 16:20:17,UNA democracia urgente y necesaria. Por Orlando Aguirre. http://t.co/bgLkKwAoUR,http://www.twitter.com/periodicoEa/status/648895078765830145,0,0,0
Ea,2015-09-26 16:29:53,"Senavitat aplica una política discriminatoria, señalan cooperativistas. http://t.co/27s328erzX",http://www.twitter.com/periodicoEa/status/647810331671179264,1,3,0
Ea,2015-09-26 16:28:26,Presentan urgimiento en caso de niños abusados por sacerdotes. http://t.co/5NUvPt5gRm,http://www.twitter.com/periodicoEa/status/647809967421001728,1,1,0
Ea,2015-09-25 14:26:52,"El viejo stronismo en la UNA, el mismo que sigue ahogando al Paraguay. http://t.co/OLwVu3jU19",http://www.twitter.com/periodicoEa/status/647416984867602432,4,5,1
Ea,2015-09-24 14:07:09,Hoy tratan en el Senado conformación de ternas para Defensoría del Pueblo. http://t.co/2GHHVbQVOF,http://www.twitter.com/periodicoEa/status/647049637220773888,1,1,0
Ea,2015-09-24 13:49:05,Floreció el movimiento estudiantil dando esperanzas a todo el país. http://t.co/2bhbz0sabz,http://www.twitter.com/periodicoEa/status/647045090981085185,3,4,0
Ea,2015-09-24 13:27:08,Hoy realizan debate en campamento de choferes crucificados. http://t.co/tGPJb5fM94,http://www.twitter.com/periodicoEa/status/647039565308514304,0,1,0
Ea,2015-09-21 16:13:08,“Cada vez se escucharán menos voces”. Supuesta compra de radio Cardinal de parte de Aldo Zuccolillo. http://t.co/RKmKgrwOnE,http://www.twitter.com/periodicoEa/status/645994175314436096,2,4,1
Ea,2015-09-21 15:18:53,Piden intervención de la Línea 49. Choferes están crucificados hace 84 días tras haber sido despedidos. http://t.co/U2q703dzKo,http://www.twitter.com/periodicoEa/status/645980525992235008,0,5,0
Ea,2015-09-19 18:50:22,UNA: denuncian postulación irregular de funcionario a la presidencia del centro de estudiantes. http://t.co/uKuTcy1jjJ,http://www.twitter.com/periodicoEa/status/645308969704144896,0,0,0
Ea,2015-09-19 16:05:52,"El ministro de Trabajo, la política económica y la tarea del movimiento sindical y social. http://t.co/zdN6NX5Kc4",http://www.twitter.com/periodicoEa/status/645267573051916288,0,2,0
Ea,2015-09-18 19:48:26,Caso Curuguaty: juicio fue pospuesto para el próximo viernes. http://t.co/K4EY2lh0p9,http://www.twitter.com/periodicoEa/status/644961194080645120,0,0,0
Ea,2015-09-18 18:33:47,Miles de estudiantes marcharon en exigencia de una mejor educación. http://t.co/spamcYnSa2,http://www.twitter.com/periodicoEa/status/644942407449116672,7,7,0
Ea,2015-09-17 15:28:06,Universitarios anuncian participación en marcha estudiantil. Este viernes 18 de setiembre realizarán marcha. http://t.co/ZgGkfdYv4F,http://www.twitter.com/periodicoEa/status/644533291664711680,3,2,0
Ea,2015-09-17 15:26:24,Sindicalista acusa al ministro del Trabajo de actuar como un patrón más. http://t.co/zgAX5e6Kt8,http://www.twitter.com/periodicoEa/status/644532865703780356,0,1,0
Ea,2015-09-16 15:52:58,“Los seis campesinos fueron condenados por un delito que no cometieron”. Caso de los condenados por el caso Cecilia. http://t.co/OveqUIf3Zh,http://www.twitter.com/periodicoEa/status/644177162606669829,1,1,0
Ea,2015-09-16 15:51:45,Campesinos rechazan supuesta donación de Campos Morombí. http://t.co/0TypuSQfk6,http://www.twitter.com/periodicoEa/status/644176858460893185,0,3,0
Ea,2015-09-16 15:50:58,Marcha estudiantil: dudan de la voluntad de “diálogo” expresada por el gobierno. http://t.co/PD7Gq93uei,http://www.twitter.com/periodicoEa/status/644176660619726849,1,1,0
Ea,2015-09-16 14:47:29,Rúa se estrena este sábado http://t.co/NEusrIhf4F,http://www.twitter.com/periodicoEa/status/644160681630167040,1,1,0
Ea,2015-09-15 16:15:12,El gobierno dice ahora que “dialogará” con los estudiantes. http://t.co/CrWQ5mxRdp,http://www.twitter.com/periodicoEa/status/643820371607687168,0,0,0
Ea,2015-09-15 15:47:55,"Cartes sigue acumulando medios y cerrando radios comunitarias, denuncian. http://t.co/4UKipIxMDo",http://www.twitter.com/periodicoEa/status/643813503501996032,1,5,0
Ea,2015-09-15 15:46:15,Organizaciones llevaron apoyo a choferes crucificados. http://t.co/bGzmSWQuVb,http://www.twitter.com/periodicoEa/status/643813085518635008,1,5,0
Ea,2015-09-15 15:45:28,Rechazan intento de blanquear usurpación de Campos Morombí. http://t.co/0uWN0VQEdJ,http://www.twitter.com/periodicoEa/status/643812886465380353,1,2,0
Ea,2015-09-15 15:44:42,Ganaderas siguen trabando mensura en la Colonia Barbero. http://t.co/UPZXeB0of0,http://www.twitter.com/periodicoEa/status/643812695205126145,1,1,0
Ea,2015-09-15 15:43:47,Acusan a Cartes de ser un peligro para la democracia y el pluralismo. http://t.co/EVI2EDB5IM,http://www.twitter.com/periodicoEa/status/643812461783719937,2,4,0
Ea,2015-09-11 23:41:52,Jazz ha py http://t.co/xoeWGrI14Y,http://www.twitter.com/periodicoEa/status/642483227798695936,0,1,0
Ea,2015-09-09 15:04:33,"Samaniego no dio la cara, pero mandó a su barra - E'a http://t.co/ADzTXHLJNo",http://www.twitter.com/periodicoEa/status/641628261416628224,0,3,0
Ea,2015-09-09 15:03:39,Trabajadores de la UC se manifestarán frente a la CEP - E'a http://t.co/mZY7qemoAn,http://www.twitter.com/periodicoEa/status/641628038099300352,0,1,0
Ea,2015-09-08 15:32:45,Curuguaty: la emboscada de la (in)justicia - E'a http://t.co/xQnjFECyG0,http://www.twitter.com/periodicoEa/status/641272973295513601,1,2,0
Ea,2015-09-08 14:10:53,Caso Curuguaty: presentaron denuncia penal contra jueces - E'a http://t.co/NzTHOoTpY8,http://www.twitter.com/periodicoEa/status/641252368865169409,0,0,0
Ea,2015-09-03 22:26:09,Escritor paraguayo en la Feria Internacional del Libro de Formosa http://t.co/F10S4Q0kB7,http://www.twitter.com/periodicoEa/status/639565067080593408,1,1,0
Ea,2015-09-03 22:21:59,Documental Rúa se estrena en setiembre http://t.co/r0E8kGhPTr,http://www.twitter.com/periodicoEa/status/639564018219384833,1,0,0
Ea,2015-09-03 18:29:36,Rechazan recusación contra tribunal de sentencia - E'a http://t.co/YfBue7ykBg,http://www.twitter.com/periodicoEa/status/639505537412038656,0,0,0
Ea,2015-09-03 15:19:24,Ya no son tiempos de poesía galante - E'a http://t.co/TENVKtqHnV,http://www.twitter.com/periodicoEa/status/639457673260453888,0,1,0
Ea,2015-09-03 14:49:12,Este viernes se realiza el Festival por la tierra y la paz - E'a http://t.co/wF4H0FEoIa,http://www.twitter.com/periodicoEa/status/639450071411654657,0,1,0
Ea,2015-09-03 14:17:27,Abogado de campesinos acusados afirma que el juicio debe anularse - E'a http://t.co/CLuihRBqby,http://www.twitter.com/periodicoEa/status/639442084940877824,0,1,0
Ea,2015-09-02 15:53:14,"Estudio de la Armada norteamericana para un plan de dragado costará USD 16,5 millones - E'a http://t.co/fMo7Z8cuR3",http://www.twitter.com/periodicoEa/status/639103798523371520,0,1,0
Ea,2015-09-02 15:07:18,Caso Curuguaty: recusan a tribunal y juicio se suspende - E'a http://t.co/webi6Ey4Z1,http://www.twitter.com/periodicoEa/status/639092240586022912,2,2,0
Ea,2015-09-01 21:00:22,Estrenan documental sobre indígenas desplazados por Yacyreta http://t.co/C2Vf5KsPf2,http://www.twitter.com/periodicoEa/status/638818703270801408,0,0,0
Ea,2015-09-01 20:56:18,"Este viernes 4 de setiembre, de 7:00 a 14:00 horas, se realizará una feria agroecológica en el colegio Cristo Rey. http://t.co/Yfn2GK62Fz.",http://www.twitter.com/periodicoEa/status/638817680183595012,0,3,0
Ea,2015-09-01 15:58:49,Celebraron segundo aniversario de comunidad Qom - E'a http://t.co/tcXIGvJqr3,http://www.twitter.com/periodicoEa/status/638742818727534592,0,0,0
Ea,2015-09-01 15:30:26,Caso Curuguaty: recusarán al fiscal Rachid - E'a http://t.co/2Y3z2lxfi2,http://www.twitter.com/periodicoEa/status/638735674460536832,1,1,0
Ea,2015-08-31 15:21:20,Seam dice que Coca Cola es ejemplo en uso de agua - E'a http://t.co/HVCgrbd96R,http://www.twitter.com/periodicoEa/status/638370996895006720,0,0,0
Ea,2015-08-31 14:00:40,Traba a reconocimiento de sindicato blanquea despidos en Banco Regional - E'a http://t.co/TrldlGJxni,http://www.twitter.com/periodicoEa/status/638350694299357184,0,0,0
Ea,2015-08-31 13:45:52,Despidos masivos en Canal 13 - E'a http://t.co/3kKqmVZU4V,http://www.twitter.com/periodicoEa/status/638346972487880705,2,2,0
Ea,2015-08-28 16:02:18,Sindicalistas reprimidos se exponen a imputaciones por perturbación de la paz pública. http://t.co/8MSshwG0Fs,http://www.twitter.com/periodicoEa/status/637294144084439041,0,0,1
Ea,2015-08-28 14:45:41,Periodistas marcharon contra la concentración de medios - E'a http://t.co/kymqvL2Vs6,http://www.twitter.com/periodicoEa/status/637274860549472257,0,2,0
Ea,2015-08-27 18:47:33,¿Por qué la represión? Violenta represión contra marcha de solidaridad con choferes crucificados. E'a http://t.co/W0Jxvw96Bx,http://www.twitter.com/periodicoEa/status/636973340104761344,0,1,0
Ea,2015-08-27 16:01:59,Prohíben a dirigente estudiantil participar en manifestaciones - E'a http://t.co/fmhiJcH2VG,http://www.twitter.com/periodicoEa/status/636931674601848832,0,2,0
Ea,2015-08-27 14:48:45,Encuentro convoca a periodistas de todo el país - E'a http://t.co/OLxlY93NaF,http://www.twitter.com/periodicoEa/status/636913244733579264,1,1,0
Ea,2015-08-27 14:27:22,Realizarán movilización contra la concentración de medios - E'a http://t.co/Pf0nFWMFp9,http://www.twitter.com/periodicoEa/status/636907864741814272,0,0,0
Ea,2015-08-27 14:08:14,Violenta represión contra manifestación en apoyo a choferes crucificados - E'a http://t.co/HbsCXjcQUi,http://www.twitter.com/periodicoEa/status/636903048653225988,1,2,0
Ea,2015-08-26 18:08:21,"La guerra contra la pobreza de Cartes es una mentira, afirman - E'a http://t.co/HEQZVPMkhl",http://www.twitter.com/periodicoEa/status/636601087143882752,0,0,0
Ea,2015-08-26 17:44:47,Juicio por el caso Curuguaty fue pospuesto hasta la próxima semana - E'a http://t.co/LLXDHfFg26,http://www.twitter.com/periodicoEa/status/636595158985895937,1,0,0
Ea,2015-08-25 17:28:00,Manifestantes pideron nulidad del juicio y libertad a los campesinos - E'a http://t.co/KZ5DMOo0Cq,http://www.twitter.com/periodicoEa/status/636228544415334400,2,1,0
Ea,2015-08-24 17:12:01,Realizarán “protesta intelectual” en Filosofía UNA http://t.co/E01Lhvmz4B,http://www.twitter.com/periodicoEa/status/635862134753206272,2,1,0
Ea,2015-08-24 17:11:28,“Donación” de Campos Morombí buscaría legitimar proceso contra campesinos http://t.co/mF0KXeuTpP,http://www.twitter.com/periodicoEa/status/635861998488694784,1,1,0
Ea,2015-08-24 17:10:50,Denuncian que buscan cerrar escuela y colegio para entregar terrenos a puertos http://t.co/cgt8ypPtIh,http://www.twitter.com/periodicoEa/status/635861838299832320,2,1,0
Ea,2015-08-21 16:15:26,"El Burdel de Ña Candé, obra abierta en el Puerto - E'a http://t.co/LAFLjFhJoL",http://www.twitter.com/periodicoEa/status/634760730982633472,0,1,0
Ea,2015-08-21 15:53:40,Señalan que saldo rojo de Petropar es por subsidiar a sojeros - E'a http://t.co/bFsotoopAO,http://www.twitter.com/periodicoEa/status/634755253670424576,0,1,0
Ea,2015-08-21 15:22:15,Indígenas se manifestaron en Loma Plata contra fraude electoral - E'a http://t.co/hsjWhBN3gn,http://www.twitter.com/periodicoEa/status/634747349668073473,2,0,0
Ea,2015-08-21 14:54:34,Exabogados de campesinos querellarán a ministros de la Corte - E'a http://t.co/5wnHymCbuo,http://www.twitter.com/periodicoEa/status/634740379556954112,0,0,0
Ea,2015-08-21 14:28:09,Lanzan advertencia a abogado y juicio se reinicia la próxima semana - E'a http://t.co/HOnEXjficJ,http://www.twitter.com/periodicoEa/status/634733735536107520,1,0,0
Ea,2015-08-20 16:06:42,Sigue deforestación de tierras de ayoreos en el Chaco - E'a http://t.co/Hj8L6Dguuk,http://www.twitter.com/periodicoEa/status/634396147512143875,0,1,0
Ea,2015-08-20 15:35:41,Despiden a embarazada aduciendo que el permiso para lactancia es muy prolongado - E'a http://t.co/hKsWalUZvq,http://www.twitter.com/periodicoEa/status/634388339525832704,1,3,0
Ea,2015-08-20 15:08:59,Trabajadores de medios adquiridos por Cartes están preocupados - E'a http://t.co/nwquFQFquI,http://www.twitter.com/periodicoEa/status/634381621349715968,1,2,1
Ea,2015-08-20 14:25:47,SPP repudia concentración de medios - E'a http://t.co/VFyNrourPW,http://www.twitter.com/periodicoEa/status/634370751609573376,0,1,0
Ea,2015-08-19 16:17:02,“Las tierras de Marina Cue son innegociables” - E'a http://t.co/qf3xXmHDcV,http://www.twitter.com/periodicoEa/status/634036357229355008,1,0,0
Ea,2015-08-19 15:26:49,"Es preciso limitar concentración de medios, afirman - E'a http://t.co/Wk3t68NoWj",http://www.twitter.com/periodicoEa/status/634023721104244740,1,0,0
Ea,2015-08-19 14:38:33,Sigue avanzada de Cartes sobre medios de comunicación - E'a http://t.co/zymbOFdxsj,http://www.twitter.com/periodicoEa/status/634011573665853441,0,0,0
Ea,2015-08-18 14:45:13,Primero desapareció la grabación del helicóptero y ahora el piloto - E'a http://t.co/FPySAgJJgy,http://www.twitter.com/periodicoEa/status/633650864364892160,2,2,0
Ea,2015-08-18 13:41:09,A dos años del gobierno del gran patrón - E'a http://t.co/aVmxubNude,http://www.twitter.com/periodicoEa/status/633634742123036672,2,3,0
Ea,2015-08-17 15:20:14,Buscan regular explotación masiva de agua - E'a http://t.co/JEw6xpUJ7R,http://www.twitter.com/periodicoEa/status/633297289575038977,1,1,0
Ea,2015-08-17 14:42:33,Trabajadoras domésticas piden tratamiento de veto presidencial - E'a http://t.co/4qqqzQOMAY,http://www.twitter.com/periodicoEa/status/633287803988766720,0,0,0
Ea,2015-08-17 14:05:44,Sigue acoso a ayoreos de Cuyabia - E'a http://t.co/THCaD2x3NU,http://www.twitter.com/periodicoEa/status/633278539253596160,0,1,0
Ea,2015-08-15 14:56:36,Organizaciones del CDP se movilizaron a dos años del gobierno de Cartes - E'a http://t.co/0EaDskWXy7,http://www.twitter.com/periodicoEa/status/632566564143951873,0,0,0
Ea,2015-08-11 16:03:37,"Gobierno es el aliado estratégico de los campesinos, dice Cárdenas - E'a http://t.co/baSykkXc8q",http://www.twitter.com/periodicoEa/status/631133878066016256,0,1,0
Ea,2015-08-11 16:01:47,EE.UU.: decenas de detenidos en marchas por aniversario de muerte de afroamericano - E'a http://t.co/B9F0c4RKhh,http://www.twitter.com/periodicoEa/status/631133419267846144,0,0,0
Ea,2015-08-11 15:35:32,Despertar. Cuento de Jorge Zárate. - E'a http://t.co/5w0sh0TBAZ,http://www.twitter.com/periodicoEa/status/631126813348110336,1,0,0
Ea,2015-08-11 14:21:10,Por “orden superior” prohíben entrada de sindicalista al Ministerio del Trabajo - E'a http://t.co/GLQ2MlJK32,http://www.twitter.com/periodicoEa/status/631108098267156480,0,2,1
Ea,2015-08-10 16:04:29,Piden renuncia de representantes estudiantiles en Filosofía UNA - E'a http://t.co/25CHIrv1Wd,http://www.twitter.com/periodicoEa/status/630771708312571906,0,1,0
Ea,2015-08-10 14:57:45,“Roipotágui un pedazo de tierra péicha oreguereko hikuái” - E'a http://t.co/2AMOmxr2PA,http://www.twitter.com/periodicoEa/status/630754915254730752,1,2,0
Ea,2015-08-08 16:05:23,Acusado por la masacre de Curuguaty pide nulidad del proceso - E'a http://t.co/ruTFMcyYPu,http://www.twitter.com/periodicoEa/status/630047160155938816,0,0,0
Ea,2015-08-07 16:15:31,“Sardinas diferenciales” - En horas pico se viaja igual de mal con el pasaje de G. 3.400. E'a http://t.co/jzmTDKH46v,http://www.twitter.com/periodicoEa/status/629687323425423363,0,1,0
Ea,2015-08-07 15:34:22,Procesada por la masacre de Curuguaty pide justicia y libertad - E'a http://t.co/dk2CxGzh3l,http://www.twitter.com/periodicoEa/status/629676967739138048,0,2,0
Ea,2015-08-06 15:42:05,A 70 años del ataque nuclear contra Hiroshima - E'a http://t.co/YphrWoVah8,http://www.twitter.com/periodicoEa/status/629316522750701570,1,0,0
Ea,2015-08-06 13:10:24,Denuncian saqueo en desalojo contra asentamiento en Guajaivi - E'a http://t.co/9FMUvQlNnh,http://www.twitter.com/periodicoEa/status/629278349794394112,0,0,0
Ea,2015-08-05 12:29:06,Comunicarán a la ONU atropellos contra la libertad de expresión en Paraguay - E'a http://t.co/S5apac7WBL,http://www.twitter.com/periodicoEa/status/628905566975434752,2,2,0
Ea,2015-08-05 12:28:01,Víctimas de la dictadura rechazan demolición de la Comisaría Tercera - E'a http://t.co/dQX63IApu5,http://www.twitter.com/periodicoEa/status/628905294127595520,2,2,0
Ea,2015-08-03 14:58:07,Denuncian gestión del “ministro de la Muerte” - E'a http://t.co/6p5EecRsb3,http://www.twitter.com/periodicoEa/status/628218292394659840,0,0,0
Ea,2015-08-03 14:02:25,Caso Curuguaty: recusan a tribunal por preopinar sobre sentencia - E'a http://t.co/A5hJDPRgro,http://www.twitter.com/periodicoEa/status/628204276150632448,1,2,0
Ea,2015-08-01 21:17:17,Teatro trans por justicia y contra la discriminación - E'a http://t.co/V0o93EAE5U,http://www.twitter.com/periodicoEa/status/627588939193430016,1,0,0
Ea,2015-08-01 18:47:33,"Un Jeroky Rockero - Este sábado 1 de agosto, desde las 21:00 horas,  en Iturbe 778 esquina Herrera. E'a http://t.co/Q4FslKDN4m",http://www.twitter.com/periodicoEa/status/627551255720800261,0,1,0
Ea,2015-08-01 18:27:49,Familiares de víctimas de la masacre de Curuguaty desmienten al Indert - E'a http://t.co/g79jrpZKOI,http://www.twitter.com/periodicoEa/status/627546290717630464,0,1,0
Ea,2015-08-01 17:22:38,A once años de la tragedia del Ycuá Bolaños - E'a http://t.co/ULTrWLsDNH,http://www.twitter.com/periodicoEa/status/627529888229142528,1,2,0
Ea,2015-07-31 16:34:48,"Partidos que van a elecciones se burlan de la ciudadanía, afirman - E'a http://t.co/o3aMWoMpUz",http://www.twitter.com/periodicoEa/status/627155459456278528,0,1,0
Ea,2015-07-31 14:58:53,Ayoreos frenaron topadora para defender sus tierras - E'a http://t.co/qP79slrQ7I,http://www.twitter.com/periodicoEa/status/627131323233124353,0,2,0
Ea,2015-07-29 16:11:49,La derrota de Marito y el triunfo del pato Donald - E'a http://t.co/oXchhr3sj5,http://www.twitter.com/periodicoEa/status/626424900861956096,2,3,0
Ea,2015-07-27 15:17:21,Con muchísima plata el oficialismo colorado se impuso sin mayor resistencia - E'a http://t.co/4FSb5COd0Y,http://www.twitter.com/periodicoEa/status/625686418933858305,1,3,0
Ea,2015-07-27 14:50:40,Caso Curuguaty: acusados piden cambio de abogados - E'a http://t.co/kWGLuF8qEy,http://www.twitter.com/periodicoEa/status/625679705161736192,0,3,0
Ea,2015-07-25 16:15:22,Grecia: de antiguas y contemporáneas tragedias - E'a http://t.co/mxlEn4sEmS,http://www.twitter.com/periodicoEa/status/624976244979953664,0,0,0
